word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
chicken,They liked the juicy chicken.,They liked the pet chicken.,FALSE,Polysemy,juicy,pet,M1_a_M2_b,N,2.888888889,3,0.111111111,9,1.452966315,0.157398224,0.074458599,0.484322105,M1_a,M2_b
chicken,They liked the roasted chicken.,They liked the clucking chicken.,FALSE,Polysemy,roasted,clucking,M1_b_M2_a,N,3.555555556,4,0.444444444,9,0.527046277,0.150800705,0.093166828,0.175682092,M1_b,M2_a
chicken,They liked the roasted chicken.,They liked the pet chicken.,FALSE,Polysemy,roasted,pet,M1_b_M2_b,N,3.571428571,4,0.428571429,7,0.534522484,0.202583611,0.074374795,0.202030509,M1_b,M2_b
chicken,They liked the juicy chicken.,They liked the roasted chicken.,TRUE,Polysemy,juicy,roasted,M1_a_M1_b,N,4,4,0,16,0,0.094624102,0.029318571,0,M1_a,M1_b
chicken,They liked the clucking chicken.,They liked the pet chicken.,TRUE,Polysemy,clucking,pet,M2_a_M2_b,N,3.5625,4,0.4375,16,1.093541647,0.13973552,0.06022501,0.273385412,M2_a,M2_b
class,It was a perceptive class.,It was a boring class.,FALSE,Polysemy,perceptive,boring,M1_a_M2_a,N,3.545454545,4,0.454545455,11,0.820199532,0.092052758,0.0994699,0.247299464,M1_a,M2_a
class,It was a perceptive class.,It was a stimulating class.,FALSE,Polysemy,perceptive,stimulating,M1_a_M2_b,N,3.583333333,4,0.416666667,12,0.900336637,0.078946948,0.072611749,0.2599048,M1_a,M2_b
class,It was a misbehaving class.,It was a boring class.,FALSE,Polysemy,misbehaving,boring,M1_b_M2_a,N,2.9375,3,0.0625,16,1.062622542,0.148044109,0.044291019,0.265655635,M1_b,M2_a
class,It was a misbehaving class.,It was a stimulating class.,FALSE,Polysemy,misbehaving,stimulating,M1_b_M2_b,N,2.8,3,0.2,15,1.373213125,0.133084118,0.085173726,0.354562104,M1_b,M2_b
class,It was a perceptive class.,It was a misbehaving class.,TRUE,Polysemy,perceptive,misbehaving,M1_a_M1_b,N,2.545454545,3,0.454545455,11,1.507556723,0.061455071,0.095460892,0.454545455,M1_a,M1_b
class,It was a boring class.,It was a stimulating class.,TRUE,Polysemy,boring,stimulating,M2_a_M2_b,N,3.833333333,4,0.166666667,12,0.577350269,0.053896427,0.063209891,0.166666667,M2_a,M2_b
clear,He cleared the desk.,He cleared the path.,FALSE,Polysemy,desk,path,M1_a_M2_a,V,3.333333333,4,0.666666667,6,1.211060142,0.282314956,0.093875289,0.494413232,M1_a,M2_a
clear,He cleared the desk.,He cleared the road.,FALSE,Polysemy,desk,road,M1_a_M2_b,V,2.833333333,2.5,0.333333333,12,0.937436867,0.373953938,0.106257439,0.270614714,M1_a,M2_b
clear,He cleared the shelf.,He cleared the path.,FALSE,Polysemy,shelf,path,M1_b_M2_a,V,3.466666667,4,0.533333333,15,0.833809388,0.193765879,0.118124425,0.215288658,M1_b,M2_a
clear,He cleared the shelf.,He cleared the road.,FALSE,Polysemy,shelf,road,M1_b_M2_b,V,2.909090909,2,0.909090909,11,1.044465936,0.317057014,0.125001669,0.314918329,M1_b,M2_b
clear,He cleared the desk.,He cleared the shelf.,TRUE,Polysemy,desk,shelf,M1_a_M1_b,V,3.956521739,4,0.043478261,23,0.208514414,0.131476939,0.108689189,0.043478261,M1_a,M1_b
clear,He cleared the path.,He cleared the road.,TRUE,Polysemy,path,road,M2_a_M2_b,V,3.9,4,0.1,10,0.316227766,0.101772845,0.045495272,0.1,M2_a,M2_b
clip,It was a film clip.,It was a hair clip.,FALSE,Homonymy,film,hair,M1_a_M2_a,N,0.7,0,0.7,20,1.080935268,0.351907313,0.064445615,0.241704474,M1_a,M2_a
clip,It was a film clip.,It was a metal clip.,FALSE,Homonymy,film,metal,M1_a_M2_b,N,0.555555556,0,0.555555556,9,0.726483157,0.333222985,0.097966373,0.242161052,M1_a,M2_b
clip,It was a video clip.,It was a hair clip.,FALSE,Homonymy,video,hair,M1_b_M2_a,N,0.4,0,0.4,15,0.632455532,0.406234622,0.076359332,0.163299316,M1_b,M2_a
clip,It was a video clip.,It was a metal clip.,FALSE,Homonymy,video,metal,M1_b_M2_b,N,0.222222222,0,0.222222222,9,0.666666667,0.380484819,0.101653278,0.222222222,M1_b,M2_b
clip,It was a film clip.,It was a video clip.,TRUE,Homonymy,film,video,M1_a_M1_b,N,4,4,0,10,0,0.071674526,0.036003411,0,M1_a,M1_b
clip,It was a hair clip.,It was a metal clip.,TRUE,Homonymy,hair,metal,M2_a_M2_b,N,2.714285714,3,0.285714286,14,1.204387583,0.208770514,0.067853034,0.321886121,M2_a,M2_b
clog,The dancer clogged.,The pipe clogged.,FALSE,Polysemy,dancer,pipe,M1_a_M2_a,V,0.3,0,0.3,10,0.483045892,0.173205554,0.096770346,0.152752523,M1_a,M2_a
clog,The dancer clogged.,The sink clogged.,FALSE,Polysemy,dancer,sink,M1_a_M2_b,V,0.142857143,0,0.142857143,7,0.377964473,0.235879421,0.081241608,0.142857143,M1_a,M2_b
clog,The choreographer clogged.,The pipe clogged.,FALSE,Polysemy,choreographer,pipe,M1_b_M2_a,V,0.285714286,0,0.285714286,14,0.468807231,0.207357526,0.126630962,0.125294003,M1_b,M2_a
clog,The choreographer clogged.,The sink clogged.,FALSE,Polysemy,choreographer,sink,M1_b_M2_b,V,0.461538462,0,0.461538462,13,0.518874522,0.240847111,0.111360729,0.143909899,M1_b,M2_b
clog,The dancer clogged.,The choreographer clogged.,TRUE,Polysemy,dancer,choreographer,M1_a_M1_b,V,3.368421053,4,0.631578947,19,1.164785451,0.13209796,0.02587229,0.267220109,M1_a,M1_b
clog,The pipe clogged.,The sink clogged.,TRUE,Polysemy,pipe,sink,M2_a_M2_b,V,4,4,0,14,0,0.138669252,0.040646911,0,M2_a,M2_b
cold,It was an icy cold.,It was a chest cold.,FALSE,Polysemy,icy,chest,M1_a_M2_a,N,1.294117647,1,0.294117647,17,1.104802351,0.15583688,0.110119402,0.267953929,M1_a,M2_a
cold,It was an icy cold.,It was a common cold.,FALSE,Polysemy,icy,common,M1_a_M2_b,N,0.875,1,0.125,8,0.83452296,0.177187324,0.100174546,0.295048422,M1_a,M2_b
cold,It was a freezing cold.,It was a chest cold.,FALSE,Polysemy,freezing,chest,M1_b_M2_a,N,1.230769231,1,0.230769231,13,0.832050294,0.184639931,0.117933095,0.230769231,M1_b,M2_a
cold,It was a freezing cold.,It was a common cold.,FALSE,Polysemy,freezing,common,M1_b_M2_b,N,0.818181818,0,0.818181818,11,1.250454463,0.152515173,0.114774644,0.377026206,M1_b,M2_b
cold,It was an icy cold.,It was a freezing cold.,TRUE,Polysemy,icy,freezing,M1_a_M1_b,N,3.842105263,4,0.157894737,19,0.374634325,0.057332754,0.028746963,0.085947009,M1_a,M1_b
cold,It was a chest cold.,It was a common cold.,TRUE,Polysemy,chest,common,M2_a_M2_b,N,3.444444444,4,0.555555556,9,1.333333333,0.175595999,0.09282434,0.444444444,M2_a,M2_b
column,It was a gossip column.,It was a concrete column.,FALSE,Polysemy,gossip,concrete,M1_a_M2_a,N,0.125,0,0.125,8,0.353553391,0.453143775,0.090889096,0.125,M1_a,M2_a
column,It was a gossip column.,It was a marble column.,FALSE,Polysemy,gossip,marble,M1_a_M2_b,N,0.411764706,0,0.411764706,17,0.618346942,0.467917681,0.12032944,0.149971162,M1_a,M2_b
column,It was a sports column.,It was a concrete column.,FALSE,Polysemy,sports,concrete,M1_b_M2_a,N,0.111111111,0,0.111111111,9,0.333333333,0.427443981,0.078556299,0.111111111,M1_b,M2_a
column,It was a sports column.,It was a marble column.,FALSE,Polysemy,sports,marble,M1_b_M2_b,N,0.555555556,0,0.555555556,18,0.855585264,0.444061756,0.109047771,0.201663381,M1_b,M2_b
column,It was a gossip column.,It was a sports column.,TRUE,Polysemy,gossip,sports,M1_a_M1_b,N,3.928571429,4,0.071428571,14,0.267261242,0.105692744,0.033031523,0.071428571,M1_a,M1_b
column,It was a concrete column.,It was a marble column.,TRUE,Polysemy,concrete,marble,M2_a_M2_b,N,3.727272727,4,0.272727273,11,0.467099366,0.101493776,0.033631325,0.140835758,M2_a,M2_b
company,He liked the investment company.,He liked the pleasant company.,FALSE,Polysemy,investment,pleasant,M1_a_M2_a,N,1,1,0,8,0.9258201,0.488830864,0.145881116,0.327326835,M1_a,M2_a
company,He liked the investment company.,He liked the polite company.,FALSE,Polysemy,investment,polite,M1_a_M2_b,N,0.733333333,1,0.266666667,15,0.798808637,0.481504261,0.141207337,0.206251503,M1_a,M2_b
company,He liked the pharmaceutical company.,He liked the pleasant company.,FALSE,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0.615384615,0,0.615384615,13,1.043907845,0.46819371,0.212740541,0.289527943,M1_b,M2_a
company,He liked the pharmaceutical company.,He liked the polite company.,FALSE,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,0.3125,0,0.3125,16,0.602079729,0.461689591,0.205292463,0.150519932,M1_b,M2_b
company,He liked the investment company.,He liked the pharmaceutical company.,TRUE,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,3.5,4,0.5,8,0.755928946,0.169793963,0.102344513,0.267261242,M1_a,M1_b
company,He liked the pleasant company.,He liked the polite company.,TRUE,Polysemy,pleasant,polite,M2_a_M2_b,N,3.764705882,4,0.235294118,17,0.9701425,0.057559729,0.049681246,0.235294118,M2_a,M2_b
cone,It was a waffle cone.,It was an orange cone.,FALSE,Polysemy,waffle,orange,M1_a_M2_a,N,1.785714286,2,0.214285714,14,1.311403912,0.178199053,0.050908267,0.350487438,M1_a,M2_a
cone,It was a waffle cone.,It was a traffic cone.,FALSE,Polysemy,waffle,traffic,M1_a_M2_b,N,1.133333333,0,1.133333333,15,1.35576371,0.320831299,0.069322228,0.350056685,M1_a,M2_b
cone,It was a sugar cone.,It was an orange cone.,FALSE,Polysemy,sugar,orange,M1_b_M2_a,N,1.466666667,0,1.466666667,15,1.807392228,0.162242949,0.041739285,0.466666667,M1_b,M2_a
cone,It was a sugar cone.,It was a traffic cone.,FALSE,Polysemy,sugar,traffic,M1_b_M2_b,N,1.666666667,2,0.333333333,9,0.707106781,0.252052665,0.065718114,0.23570226,M1_b,M2_b
cone,It was a waffle cone.,It was a sugar cone.,TRUE,Polysemy,waffle,sugar,M1_a_M1_b,N,4,4,0,7,0,0.150759399,0.040055096,0,M1_a,M1_b
cone,It was an orange cone.,It was a traffic cone.,TRUE,Polysemy,orange,traffic,M2_a_M2_b,N,3.647058824,4,0.352941176,17,0.606339063,0.228395164,0.0677495,0.147058824,M2_a,M2_b
contribution,He made a charitable contribution.,He made a scholarly contribution.,FALSE,Polysemy,charitable,scholarly,M1_a_M2_a,N,3.375,4,0.625,8,1.060660172,0.306300402,0.104732633,0.375,M1_a,M2_a
contribution,He made a charitable contribution.,He made a well-written contribution.,FALSE,Polysemy,charitable,well-written,M1_a_M2_b,N,1.9375,2,0.0625,16,1.340087062,0.538500786,0.067570627,0.335021765,M1_a,M2_b
contribution,He made a voluntary contribution.,He made a scholarly contribution.,FALSE,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3.411764706,4,0.588235294,17,0.795206226,0.311554074,0.1101017,0.192865839,M1_b,M2_a
contribution,He made a voluntary contribution.,He made a well-written contribution.,FALSE,Polysemy,voluntary,well-written,M1_b_M2_b,N,2.857142857,3,0.142857143,7,0.899735411,0.539172411,0.047388971,0.34006802,M1_b,M2_b
contribution,He made a charitable contribution.,He made a voluntary contribution.,TRUE,Polysemy,charitable,voluntary,M1_a_M1_b,N,3.875,4,0.125,16,0.341565026,0.106847584,0.039962947,0.085391256,M1_a,M1_b
contribution,He made a scholarly contribution.,He made a well-written contribution.,TRUE,Polysemy,scholarly,well-written,M2_a_M2_b,N,3.076923077,3,0.076923077,13,1.11516355,0.501315743,0.059290111,0.30929072,M2_a,M2_b
count,That was the noble count.,That was the final count.,FALSE,Homonymy,noble,final,M1_a_M2_a,N,0.142857143,0,0.142857143,7,0.377964473,0.505488276,0.101866722,0.142857143,M1_a,M2_a
count,That was the noble count.,That was the correct count.,FALSE,Homonymy,noble,correct,M1_a_M2_b,N,0.375,0,0.375,16,0.718795288,0.410678089,0.090347171,0.179698822,M1_a,M2_b
count,That was the vengeful count.,That was the final count.,FALSE,Homonymy,vengeful,final,M1_b_M2_a,N,0.75,1,0.25,12,0.866025404,0.376726568,0.141276062,0.25,M1_b,M2_a
count,That was the vengeful count.,That was the correct count.,FALSE,Homonymy,vengeful,correct,M1_b_M2_b,N,0.9375,1,0.0625,16,1.123610253,0.288782477,0.135300875,0.280902563,M1_b,M2_b
count,That was the noble count.,That was the vengeful count.,TRUE,Homonymy,noble,vengeful,M1_a_M1_b,N,3,3.5,0.5,14,1.300887271,0.235204935,0.049302697,0.347676748,M1_a,M1_b
count,That was the final count.,That was the correct count.,TRUE,Homonymy,final,correct,M2_a_M2_b,N,3.416666667,4,0.583333333,12,0.792961461,0.172608733,0.063432813,0.228908257,M2_a,M2_b
course,It was an introductory course.,It was a charted course.,FALSE,Polysemy,introductory,charted,M1_a_M2_a,N,1.25,0.5,0.75,12,1.422226168,0.352136493,0.064659238,0.41056133,M1_a,M2_a
course,It was an introductory course.,It was a collision course.,FALSE,Polysemy,introductory,collision,M1_a_M2_b,N,1.375,1,0.375,16,1.360147051,0.476619899,0.099086463,0.340036763,M1_a,M2_b
course,It was a pass-fail course.,It was a charted course.,FALSE,Polysemy,pass-fail,charted,M1_b_M2_a,N,0.7,0,0.7,20,0.864504726,0.654132903,0.061700404,0.193309133,M1_b,M2_a
course,It was a pass-fail course.,It was a collision course.,FALSE,Polysemy,pass-fail,collision,M1_b_M2_b,N,1.111111111,0,1.111111111,9,1.536590743,0.667362005,0.068087399,0.512196914,M1_b,M2_b
course,It was an introductory course.,It was a pass-fail course.,TRUE,Polysemy,introductory,pass-fail,M1_a_M1_b,N,3.909090909,4,0.090909091,11,0.301511345,0.595319211,0.053492665,0.090909091,M1_a,M1_b
course,It was a charted course.,It was a collision course.,TRUE,Polysemy,charted,collision,M2_a_M2_b,N,2.222222222,3,0.777777778,9,1.56347192,0.28404367,0.085401952,0.521157307,M2_a,M2_b
cross,He crossed a road.,He crossed an enemy.,FALSE,Polysemy,road,enemy,M1_a_M2_a,V,0.727272727,0,0.727272727,11,1.103712743,0.328189552,0.101659954,0.332781913,M1_a,M2_a
cross,He crossed a road.,He crossed a friend.,FALSE,Polysemy,road,friend,M1_a_M2_b,V,0.375,0,0.375,16,0.5,0.47225827,0.097827077,0.125,M1_a,M2_b
cross,He crossed a room.,He crossed an enemy.,FALSE,Polysemy,room,enemy,M1_b_M2_a,V,0.882352941,0,0.882352941,17,1.053704948,0.324942768,0.104293823,0.255560988,M1_b,M2_a
cross,He crossed a room.,He crossed a friend.,FALSE,Polysemy,room,friend,M1_b_M2_b,V,0.642857143,0.5,0.142857143,14,0.744946344,0.429726541,0.088190854,0.199095285,M1_b,M2_b
cross,He crossed a road.,He crossed a room.,TRUE,Polysemy,road,room,M1_a_M1_b,V,2.666666667,3,0.333333333,9,1.658312395,0.21152842,0.08060652,0.552770798,M1_a,M1_b
cross,He crossed an enemy.,He crossed a friend.,TRUE,Polysemy,enemy,friend,M2_a_M2_b,V,3,4,1,10,1.333333333,0.156759024,0.066878438,0.421637021,M2_a,M2_b
date,It was a dinner date.,It was an expiration date.,FALSE,Polysemy,dinner,expiration,M1_a_M2_a,N,1.25,1.5,0.25,8,1.164964745,0.350375831,0.095204234,0.411877236,M1_a,M2_a
date,It was a dinner date.,It was a historical date.,FALSE,Polysemy,dinner,historical,M1_a_M2_b,N,1.176470588,1,0.176470588,17,1.185078801,0.52690661,0.100363076,0.287423828,M1_a,M2_b
date,It was a blind date.,It was an expiration date.,FALSE,Polysemy,blind,expiration,M1_b_M2_a,N,0.230769231,0,0.230769231,13,0.59914469,0.402957261,0.083028615,0.166172838,M1_b,M2_a
date,It was a blind date.,It was a historical date.,FALSE,Polysemy,blind,historical,M1_b_M2_b,N,0.75,0.5,0.25,8,0.88640526,0.53855145,0.06692189,0.313391585,M1_b,M2_b
date,It was a dinner date.,It was a blind date.,TRUE,Polysemy,dinner,blind,M1_a_M1_b,N,3.882352941,4,0.117647059,17,0.332105582,0.233226001,0.079917014,0.080547435,M1_a,M1_b
date,It was an expiration date.,It was a historical date.,TRUE,Polysemy,expiration,historical,M2_a_M2_b,N,2.928571429,3,0.071428571,14,1.268814451,0.421628237,0.076293349,0.339104926,M2_a,M2_b
degree,It was about forty degrees.,It was about associate degrees.,FALSE,Polysemy,forty,associate,M1_a_M2_a,N,0.071428571,0,0.071428571,14,0.267261242,0.530085713,0.169271886,0.071428571,M1_a,M2_a
degree,It was about forty degrees.,It was about college degrees.,FALSE,Polysemy,forty,college,M1_a_M2_b,N,0.166666667,0,0.166666667,12,0.577350269,0.548691094,0.175453067,0.166666667,M1_a,M2_b
degree,It was about fifty degrees.,It was about associate degrees.,FALSE,Polysemy,fifty,associate,M1_b_M2_a,N,0.076923077,0,0.076923077,13,0.277350098,0.527711362,0.18201381,0.076923077,M1_b,M2_a
degree,It was about fifty degrees.,It was about college degrees.,FALSE,Polysemy,fifty,college,M1_b_M2_b,N,0,0,0,10,0,0.541428059,0.189542115,0,M1_b,M2_b
degree,It was about forty degrees.,It was about fifty degrees.,TRUE,Polysemy,forty,fifty,M1_a_M1_b,N,3.736842105,4,0.263157895,19,0.805681579,0.012964308,0.004413784,0.184836031,M1_a,M1_b
degree,It was about associate degrees.,It was about college degrees.,TRUE,Polysemy,associate,college,M2_a_M2_b,N,3.888888889,4,0.111111111,9,0.333333333,0.107942104,0.038037837,0.111111111,M2_a,M2_b
design,They liked the floral design.,They liked the product design.,FALSE,Polysemy,floral,product,M1_a_M2_a,N,2.888888889,3,0.111111111,9,0.78173596,0.22197926,0.097193956,0.260578653,M1_a,M2_a
design,They liked the floral design.,They liked the architectural design.,FALSE,Polysemy,floral,architectural,M1_a_M2_b,N,3.75,4,0.25,16,0.577350269,0.185480773,0.062090397,0.144337567,M1_a,M2_b
design,They liked the geometric design.,They liked the product design.,FALSE,Polysemy,geometric,product,M1_b_M2_a,N,3.454545455,4,0.545454545,11,0.934198733,0.216541827,0.090237439,0.281671516,M1_b,M2_a
design,They liked the geometric design.,They liked the architectural design.,FALSE,Polysemy,geometric,architectural,M1_b_M2_b,N,3.538461538,4,0.461538462,13,0.776250026,0.166111648,0.048311472,0.215293021,M1_b,M2_b
design,They liked the floral design.,They liked the geometric design.,TRUE,Polysemy,floral,geometric,M1_a_M1_b,N,3.9,4,0.1,20,0.307793506,0.151654482,0.039994121,0.06882472,M1_a,M1_b
design,They liked the product design.,They liked the architectural design.,TRUE,Polysemy,product,architectural,M2_a_M2_b,N,3.5,4,0.5,8,0.9258201,0.144426942,0.093203187,0.327326835,M2_a,M2_b
dinner,They liked the turkey dinner.,They liked the formal dinner.,FALSE,Polysemy,turkey,formal,M1_a_M2_a,N,3.75,4,0.25,12,0.621581561,0.122385681,0.069369137,0.179435141,M1_a,M2_a
dinner,They liked the turkey dinner.,They liked the anniversary dinner.,FALSE,Polysemy,turkey,anniversary,M1_a_M2_b,N,3.733333333,4,0.266666667,15,0.59361684,0.089506567,0.039854407,0.153271209,M1_a,M2_b
dinner,They liked the light dinner.,They liked the formal dinner.,FALSE,Polysemy,light,formal,M1_b_M2_a,N,3.454545455,4,0.545454545,11,1.035725481,0.075368047,0.057322264,0.312282982,M1_b,M2_a
dinner,They liked the light dinner.,They liked the anniversary dinner.,FALSE,Polysemy,light,anniversary,M1_b_M2_b,N,3.846153846,4,0.153846154,13,0.554700196,0.128708661,0.041846991,0.153846154,M1_b,M2_b
dinner,They liked the turkey dinner.,They liked the light dinner.,TRUE,Polysemy,turkey,light,M1_a_M1_b,N,3.846153846,4,0.153846154,13,0.375533808,0.095041096,0.03463757,0.104154339,M1_a,M1_b
dinner,They liked the formal dinner.,They liked the anniversary dinner.,TRUE,Polysemy,formal,anniversary,M2_a_M2_b,N,3.923076923,4,0.076923077,13,0.277350098,0.063754916,0.054771185,0.076923077,M2_a,M2_b
drain,They drained the account.,They drained the pool.,FALSE,Polysemy,account,pool,M1_a_M2_a,V,1.615384615,1,0.615384615,13,1.32529629,0.279023349,0.171304047,0.367571056,M1_a,M2_a
drain,They drained the account.,They drained the pond.,FALSE,Polysemy,account,pond,M1_a_M2_b,V,2.333333333,2,0.333333333,12,1.07308674,0.312390685,0.194308102,0.309773459,M1_a,M2_b
drain,They drained the budget.,They drained the pool.,FALSE,Polysemy,budget,pool,M1_b_M2_a,V,1.7,2,0.3,10,1.059349905,0.36032635,0.151669145,0.334995854,M1_b,M2_a
drain,They drained the budget.,They drained the pond.,FALSE,Polysemy,budget,pond,M1_b_M2_b,V,1.9375,2,0.0625,16,1.181453907,0.365361273,0.174552143,0.295363477,M1_b,M2_b
drain,They drained the account.,They drained the budget.,TRUE,Polysemy,account,budget,M1_a_M1_b,V,3.8,4,0.2,10,0.421637021,0.163004339,0.135794103,0.133333333,M1_a,M1_b
drain,They drained the pool.,They drained the pond.,TRUE,Polysemy,pool,pond,M2_a_M2_b,V,3.75,4,0.25,16,0.577350269,0.119492829,0.047318161,0.144337567,M2_a,M2_b
draw,He drew a gun.,He drew a tree.,FALSE,Polysemy,gun,tree,M1_a_M2_a,V,0.363636364,0,0.363636364,11,1.206045378,0.326175928,0.077704012,0.363636364,M1_a,M2_a
draw,He drew a gun.,They drew a picture.,FALSE,Polysemy,gun,picture,M1_a_M2_b,V,0.461538462,0,0.461538462,13,0.967417922,0.411751091,0.143300056,0.268313456,M1_a,M2_b
draw,He drew a sword.,He drew a tree.,FALSE,Polysemy,sword,tree,M1_b_M2_a,V,0.6,0,0.6,10,1.264911064,0.268451571,0.068489969,0.4,M1_b,M2_a
draw,He drew a sword.,They drew a picture.,FALSE,Polysemy,sword,picture,M1_b_M2_b,V,0.473684211,0,0.473684211,19,1.020262551,0.384750426,0.15406543,0.234064282,M1_b,M2_b
draw,He drew a gun.,He drew a sword.,TRUE,Polysemy,gun,sword,M1_a_M1_b,V,3.0625,3.5,0.4375,16,1.340087062,0.12595737,0.049517512,0.335021765,M1_a,M1_b
draw,He drew a tree.,They drew a picture.,TRUE,Polysemy,tree,picture,M2_a_M2_b,V,4,4,0,8,0,0.222712755,0.100153685,0,M2_a,M2_b
dream,He had a recurring dream.,He had a childhood dream.,FALSE,Polysemy,recurring,childhood,M1_a_M2_a,N,2.5,2.5,0,12,1.566698904,0.103289008,0.066080987,0.452267017,M1_a,M2_a
dream,He had a recurring dream.,He had a career dream.,FALSE,Polysemy,recurring,career,M1_a_M2_b,N,1.764705882,2,0.235294118,17,1.251469724,0.399492979,0.081509531,0.303525992,M1_a,M2_b
dream,He had a bad dream.,He had a childhood dream.,FALSE,Polysemy,bad,childhood,M1_b_M2_a,N,1.888888889,2,0.111111111,9,1.054092553,0.217616677,0.090056121,0.351364184,M1_b,M2_a
dream,He had a bad dream.,He had a career dream.,FALSE,Polysemy,bad,career,M1_b_M2_b,N,1.777777778,2,0.222222222,9,0.666666667,0.470203102,0.074092865,0.222222222,M1_b,M2_b
dream,He had a recurring dream.,He had a bad dream.,TRUE,Polysemy,recurring,bad,M1_a_M1_b,N,4,4,0,11,0,0.11092937,0.069384634,0,M1_a,M1_b
dream,He had a childhood dream.,He had a career dream.,TRUE,Polysemy,childhood,career,M2_a_M2_b,N,3.421052632,4,0.578947368,19,0.692482609,0.354789078,0.057070136,0.158866406,M2_a,M2_b
drill,It was a grueling drill.,It was an electric drill.,FALSE,Homonymy,grueling,electric,M1_a_M2_a,N,0.4,0,0.4,10,0.699205899,0.255461097,0.114933491,0.221108319,M1_a,M2_a
drill,It was a grueling drill.,It was a battery-powered drill.,FALSE,Homonymy,grueling,battery-powered,M1_a_M2_b,N,0.636363636,0,0.636363636,11,0.809039835,0.634080291,0.163684726,0.243934688,M1_a,M2_b
drill,It was a challenging drill.,It was an electric drill.,FALSE,Homonymy,challenging,electric,M1_b_M2_a,N,0.230769231,0,0.230769231,13,0.43852901,0.254882514,0.127792597,0.121626064,M1_b,M2_a
drill,It was a challenging drill.,It was a battery-powered drill.,FALSE,Homonymy,challenging,battery-powered,M1_b_M2_b,N,0.153846154,0,0.153846154,13,0.375533808,0.656190097,0.18358022,0.104154339,M1_b,M2_b
drill,It was a grueling drill.,It was a challenging drill.,TRUE,Homonymy,grueling,challenging,M1_a_M1_b,N,2.888888889,3.5,0.611111111,18,1.278274981,0.147376478,0.046640277,0.301292303,M1_a,M1_b
drill,It was an electric drill.,It was a battery-powered drill.,TRUE,Homonymy,electric,battery-powered,M2_a_M2_b,N,4,4,0,12,0,0.561830163,0.086390257,0,M2_a,M2_b
examination,It was a multiple-choice examination.,It was a prostate examination.,FALSE,Polysemy,multiple-choice,prostate,M1_a_M2_a,N,2,2,0,13,1.224744871,0.602444679,0.081607401,0.33968311,M1_a,M2_a
examination,It was a multiple-choice examination.,It was a physical examination.,FALSE,Polysemy,multiple-choice,physical,M1_a_M2_b,N,3.125,3.5,0.375,8,0.991031209,0.57866478,0.046395063,0.350382444,M1_a,M2_b
examination,It was a difficult examination.,It was a prostate examination.,FALSE,Polysemy,difficult,prostate,M1_b_M2_a,N,1.764705882,2,0.235294118,17,1.251469724,0.354614735,0.158068538,0.303525992,M1_b,M2_a
examination,It was a difficult examination.,It was a physical examination.,FALSE,Polysemy,difficult,physical,M1_b_M2_b,N,2.625,2.5,0.125,8,1.302470181,0.239612997,0.069825172,0.460492749,M1_b,M2_b
examination,It was a multiple-choice examination.,It was a difficult examination.,TRUE,Polysemy,multiple-choice,difficult,M1_a_M1_b,N,3.526315789,4,0.473684211,19,0.841191024,0.610408217,0.079852462,0.192982456,M1_a,M1_b
examination,It was a prostate examination.,It was a physical examination.,TRUE,Polysemy,prostate,physical,M2_a_M2_b,N,4,4,0,12,0,0.137051105,0.090358555,0,M2_a,M2_b
fan,They had an electric fan.,They had a zealous fan.,FALSE,Homonymy,electric,zealous,M1_a_M2_a,N,0.266666667,0,0.266666667,15,0.59361684,0.402846813,0.177222013,0.153271209,M1_a,M2_a
fan,They had an electric fan.,They had an enthusiastic fan.,FALSE,Homonymy,electric,enthusiastic,M1_a_M2_b,N,0,0,0,12,0,0.426824152,0.194414139,0,M1_a,M2_b
fan,They had a ceiling fan.,They had a zealous fan.,FALSE,Homonymy,ceiling,zealous,M1_b_M2_a,N,0.2,0,0.2,15,0.560611911,0.475281417,0.176194489,0.144749373,M1_b,M2_a
fan,They had a ceiling fan.,They had an enthusiastic fan.,FALSE,Homonymy,ceiling,enthusiastic,M1_b_M2_b,N,0.071428571,0,0.071428571,14,0.267261242,0.498543441,0.21644938,0.071428571,M1_b,M2_b
fan,They had an electric fan.,They had a ceiling fan.,TRUE,Homonymy,electric,ceiling,M1_a_M1_b,N,3.9,4,0.1,10,0.316227766,0.076492667,0.080676556,0.1,M1_a,M1_b
fan,They had a zealous fan.,They had an enthusiastic fan.,TRUE,Homonymy,zealous,enthusiastic,M2_a_M2_b,N,3.272727273,4,0.727272727,11,1.61807967,0.106026471,0.060933888,0.487869377,M2_a,M2_b
file,She had a text file.,She had a nail file.,FALSE,Homonymy,text,nail,M1_a_M2_a,N,0.214285714,0,0.214285714,14,0.578934224,0.278784513,0.078388691,0.15472668,M1_a,M2_a
file,She had a text file.,She had a steel file.,FALSE,Homonymy,text,steel,M1_a_M2_b,N,0.384615385,0,0.384615385,13,0.650443636,0.317461908,0.099503279,0.180400606,M1_a,M2_b
